"file_name","habitat","site","predator_cue","flight_present","year","species","tree_cover"
"2021_E02_07290065_Bushbuck.AVI","Open","E02","WildDog",0,2021,"Bushbuck",25.2421479823754
"2021_E02_07300070_Bushbuck.AVI","Open","E02","Hyena",0,2021,"Bushbuck",17.7313278461687
"2021_E02_08020128_Bushbuck.AVI","Open","E02","WildDog",0,2021,"Bushbuck",18.5322850984993
"2021_E02_08020133_Bushbuck.AVI","Open","E02","Leopard",0,2021,"Bushbuck",33.2748380962586
"2021_E02_08030007_Bushbuck.AVI","Open","E02","WildDog",0,2021,"Bushbuck",39.5295850328434
"2021_F01_07040004_Bushbuck.AVI","Open","F01","WildDog",0,2021,"Bushbuck",29.7424616194843
"2021_F03_07080005_Bushbuck.AVI","Open","F03","Leopard",0,2021,"Bushbuck",37.1347477563541
"2021_G06_01240020_Bushbuck.AVI","Closed","G06","Lion",0,2021,"Bushbuck",32.8789529734512
"2021_G08_06290022_Bushbuck.AVI","Closed","G08","Leopard",0,2021,"Bushbuck",27.9173584323663
"2021_G08_07100007_Bushbuck.AVI","Closed","G08","Hyena",0,2021,"Bushbuck",28.8284015336783
"2021_G08_07100008_Bushbuck.AVI","Closed","G08","Lion",0,2021,"Bushbuck",46.1443498569239
"2021_G08_07290010_Bushbuck?.AVI","Closed","G08","WildDog",0,2021,"Bushbuck",28.6955687220645
"2021_G08_08050010_Bushbuck.AVI","Closed","G08","WildDog",0,2021,"Bushbuck",27.04500089527
"2021_I04_06240010_Bushbuck.AVI","Open","I04","Leopard",0,2021,"Bushbuck",48.4668018960922
"2021_I04_06250017_Bushbuck?.AVI","Open","I04","WildDog",0,2021,"Bushbuck",17.4830423318754
