file_name,habitat,site,predator_cue,year,proportion_vigilant,tree_cover
2021_F07_06270083_Nyala.AVI,Open,F07,Cheetah,2021,0,53.55669287
2021_F07_07110048_Nyala.AVI,Open,F07,Cheetah,2021,0.416256158,66.30977289
2021_F07_07150104_Nyala.AVI,Open,F07,Cheetah,2021,0.797117517,64.34769664
2021_F07_07150106_Nyala.AVI,Open,F07,Cheetah,2021,0,57.90453318
2021_F07_07160108_Waterbuck.AVI,Open,F07,Cheetah,2021,0.298013245,58.97636988
2021_F07_07220026_Waterbuck.AVI,Open,F07,Cheetah,2021,1,66.35270073
2021_F07_07230030_Impala.AVI,Open,F07,Cheetah,2021,0.775768535,36.25536852
2021_F07_07230054_HartebeestImpala.AVI,Open,F07,Cheetah,2021,0.80841639,20.80302342
2021_F07_07250075_Nyala.AVI,Open,F07,Cheetah,2021,0.315614618,72.4879347
2021_F07_07300143_Nyala.AVI,Open,F07,Cheetah,2021,0.317931793,45.46480094
2021_F07_07300145_Kudu.AVI,Open,F07,Cheetah,2021,0,19.57482763
2021_G06_01080047_Nyala.AVI,Closed,G06,Cheetah,2021,0.787375415,56.84443712
2021_G06_07310027_Bushbuck.AVI,Closed,G06,Cheetah,2021,0,36.25123664
2021_G08_08040009_Waterbuck.AVI,Closed,G08,Cheetah,2021,1,41.88805363
2021_I04_06240007_Waterbuck.AVI,Open,I04,Cheetah,2021,0,64.06679904
2021_I04_07020018_Bushbuck.AVI,Open,I04,Cheetah,2021,0,54.26650273
2021_I04_07030021_Bushbuck.AVI,Open,I04,Cheetah,2021,0,19.26686142
2021_I04_07070052_Bushbuck.AVI,Open,I04,Cheetah,2021,0,54.09936026
2021_I04_07110035_Bushbuck.AVI,Open,I04,Cheetah,2021,0,39.46888702
2021_I04_07120037_Bushbuck.AVI,Open,I04,Cheetah,2021,0.278145695,76.14478776
2021_I04_07130057_Bushbuck.AVI,Open,I04,Cheetah,2021,0,62.385479
2021_I04_07160210_Bushbuck.AVI,Open,I04,Cheetah,2021,0,23.990188
2021_I04_07180220_Bushbuck.AVI,Open,I04,Cheetah,2021,0.311946903,57.79272537
2021_I04_07180250_Bushbuck.AVI,Open,I04,Cheetah,2021,0,26.53583308
